id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
39,Joe Gauci,40,GKP,Aston Villa,0,0,55,0.00,537,0,Loaned to Barnsley,591,0,377,0,0.0,0,,0,2025-02-03T10:19:41.424678Z,591,34,0,0,0,Gauci,55,71155,0,0,254,False,,35,False,0.0,0.0,13.0,0.0,595,0,0,2024-02-01,0,0,66,0.0,0.0,0,457,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p462492,0.0,u,0.0,0.0,0.0,0.6,0.00,0.0,0.0,,63380,50,66,0,0,662,0,0.0,0.00,0,0,0,0.0,0.0,66,0.0,0.0,575
40,Kortney Hause,39,DEF,Aston Villa,0,0,239,0.00,490,0,,554,0,526,0,0.0,0,1995-07-16,0,,554,170,0,0,0,Hause,136,69302,0,0,258,False,,96,True,0.0,0.0,241.0,0.0,561,0,0,2019-07-01,0,0,188,0.0,0.0,0,408,0,93,0.00,0.0,0.0,-1,0,0,,1,0.0,p123354,0.0,a,0.0,0.0,0.0,0.6,0.00,0.0,,,60067,187,188,0,0,734,0,0.0,0.00,0,0,0,0.0,0.0,188,,0.0,533
41,Samuel Iling-Junior,54,MID,Aston Villa,0,0,85,0.00,776,0,Season long loan to Bologna,779,0,0,0,0.0,0,,0,2024-08-29T11:07:04.555253Z,779,335,0,0,0,Iling Jr,325,6746,0,0,655,False,,267,False,0.0,0.0,,0.0,777,0,0,,0,0,336,0.0,0.0,0,758,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p469247,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,342,336,336,0,0,136,0,0.0,0.00,0,0,0,0.0,0.0,336,0.0,0.0,779
42,Boubacar Kamara,50,MID,Aston Villa,0,0,134,0.27,335,0,,245,0,54,0,1.27,1,1999-11-23,0,2025-02-18T22:00:09.222622Z,287,181,1077,13,0,Kamara,166,7479,0,0,593,False,,229,True,0.1,0.4,73.0,110.7,323,0,179,2022-06-11,0,0,109,36.1,34.0,18,356,0,50,15.20,1.8,1.5,0,0,2,,0,0.4,p226944,0.05,a,6.0,1.09,0.17,0.0,0.58,0.02,100.0,,8713,152,144,2,0,213,1,214.4,0.31,0,0,30,0.0,0.03,146,100.0,0.0,244
43,Kaine Kesler-Hayden,40,DEF,Aston Villa,0,0,183,0.00,540,0,Has joined Preston North End for the rest of the season,594,0,0,0,0.0,0,,0,2024-08-09T11:14:21.895838Z,594,192,0,0,0,Kesler-Hayden,160,1657,0,0,720,False,,244,False,0.0,0.0,,0.0,598,0,0,,0,0,206,0.0,0.0,0,460,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p465390,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,205,203,0,0,665,0,0.0,0.00,0,0,0,0.0,0.0,206,0.0,0.0,578
44,Ezri Konsa Ngoyo,44,DEF,Aston Villa,0,0,93,0.65,242,2,,141,0,5671,0,1.42,6,1997-10-23,0,2025-02-10T10:00:08.895290Z,214,66,2171,25,0,Konsa,56,1747535,0,0,72,False,,25,True,0.4,1.8,241.0,84.3,214,0,277,2019-07-11,0,1,53,55.2,88.0,39,195,0,517,34.22,2.4,1.62,-1,0,0,,1,1.8,p199798,0.05,a,13.4,1.04,0.12,5.1,1.07,0.03,100.0,,1037731,74,68,3,0,506,7,379.6,0.42,0,0,59,0.0,0.02,66,100.0,0.0,272
45,Ian Maatsen,45,DEF,Aston Villa,0,0,69,0.24,213,0,,313,1,739,0,1.48,0,2002-03-10,0,2024-11-14T10:00:07.838636Z,243,54,604,4,0,Maatsen,76,333796,0,0,188,False,,72,True,0.2,1.0,152.0,228.9,426,0,88,2024-06-28,0,0,115,48.3,112.0,12,262,0,101,9.90,1.1,1.79,-5,0,2,,5,1.0,p441302,0.29,a,5.3,0.6,0.0,1.2,1.94,0.04,100.0,,88320,29,140,0,0,394,0,141.6,1.70,0,0,24,0.0,0.25,78,100.0,0.0,141
46,Filip Marschall,40,GKP,Aston Villa,0,0,54,0.00,536,0,Has joined MK Dons for the rest of the season,590,0,0,0,0.0,0,,0,2024-07-18T09:50:40.812599Z,590,33,0,0,0,Marschall,54,86,0,0,782,False,,80,False,0.0,0.0,,0.0,594,0,0,,0,0,65,0.0,0.0,0,456,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p462381,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,49,65,0,0,661,0,0.0,0.00,0,0,0,0.0,0.0,65,0.0,0.0,574
47,Emiliano Martínez Romero,50,GKP,Aston Villa,0,0,8,0.00,756,1,,32,0,15925,0,1.36,2,1992-09-02,0,2025-02-26T00:00:07.578531Z,195,76,2430,28,0,Martinez,20,1643133,73,0,30,False,,6,True,0.3,1.6,10.0,0.0,183,1,296,2020-09-16,0,0,9,61.5,0.0,41,218,0,1020,36.70,2.6,1.52,0,0,2,,0,1.6,p98980,0.0,a,14.6,1.04,0.11,11.4,0.01,0.0,100.0,,1419220,81,30,3,0,198,0,614.2,0.01,0,0,73,2.7,0.0,10,100.0,0.0,761
48,John McGinn,52,MID,Aston Villa,0,0,99,2.03,153,0,,276,3,378,0,1.48,1,1994-10-18,0,2025-01-04T19:30:07.992156Z,155,96,1775,22,0,McGinn,100,264068,0,0,244,False,,78,True,0.3,1.8,243.0,386.5,270,0,255,2018-08-08,0,0,124,73.4,172.0,32,211,0,148,29.28,2.1,1.62,-3,0,6,,3,1.8,p122806,0.21,a,10.2,1.12,0.2,0.7,4.20,0.1,100.0,,104057,54,116,4,0,163,2,178.4,2.17,0,0,53,0.0,0.11,90,100.0,0.0,71
49,Tyrone Mings,44,DEF,Aston Villa,0,0,88,0.70,294,1,,275,1,218,0,1.19,5,1993-03-13,0,2025-03-01T08:00:09.097035Z,326,92,780,8,0,Mings,30,25740,0,0,423,False,,148,True,0.7,3.0,241.0,35.1,123,0,138,2019-07-08,0,0,101,26.6,51.0,9,115,0,396,10.33,3.1,1.04,-1,0,1,,1,3.0,p149484,0.1,a,7.0,0.92,0.23,0.1,0.88,0.08,100.0,,29066,118,32,2,0,498,8,178.4,0.18,0,0,31,0.0,0.02,107,100.0,0.0,355
50,Kosta Nedeljković,39,DEF,Aston Villa,0,0,258,0.00,510,0,Loaned to RB Leipzig,449,0,815,0,1.66,0,,0,2025-02-03T18:30:15.024412Z,476,178,121,0,0,Nedeljkovic,143,248066,0,0,249,False,,92,False,0.0,0.0,190.0,7.2,436,0,11,2024-01-22,0,0,162,3.0,0.0,4,427,0,0,2.23,1.0,2.98,-1,0,0,,1,0.0,p578545,0.01,u,1.3,0.0,0.0,0.6,0.02,0.0,0.0,,256190,156,147,0,0,765,0,22.8,0.02,0,0,5,0.0,0.01,167,0.0,0.0,448
51,Robin Olsen,45,GKP,Aston Villa,0,0,14,0.00,646,0,,422,0,77,0,1.88,0,1990-01-08,0,2024-10-18T16:30:05.894923Z,472,67,180,1,0,Olsen,21,15731,5,0,438,False,,60,True,0.3,1.4,206.0,0.0,171,0,21,2022-06-10,0,0,37,3.7,0.0,4,236,0,96,3.75,2.7,2.0,0,0,0,,0,1.4,p111782,0.0,a,1.8,0.5,0.5,0.1,0.00,0.0,100.0,,11575,76,29,1,0,368,7,37.0,0.00,0,0,8,2.5,0.0,37,100.0,0.0,663
52,Pau Torres,42,DEF,Aston Villa,0,0,154,0.51,235,0,,208,0,176,0,1.31,0,1997-01-16,0,2024-12-30T23:30:08.107053Z,268,64,1549,18,0,Pau,213,322301,0,0,242,False,,89,True,0.0,0.0,200.0,55.5,313,0,162,2023-07-12,0,0,78,41.2,94.0,29,526,0,86,22.52,1.8,1.68,-3,0,1,,3,0.0,p244954,0.05,a,7.6,1.05,0.12,0.7,0.85,0.03,100.0,,233831,97,105,2,0,615,0,261.2,0.34,0,0,32,0.0,0.02,83,100.0,0.0,317
53,Jacob Ramsey,54,MID,Aston Villa,0,0,80,1.30,138,0,,268,3,1015,0,1.45,3,2001-05-28,0,2024-11-10T23:00:07.265497Z,202,87,1245,15,0,Ramsey,72,100989,0,0,292,False,,89,True,0.4,2.2,241.0,208.4,205,0,208,2019-02-12,0,1,121,58.6,187.0,23,173,0,345,20.03,2.5,1.66,-1,0,1,,1,2.2,p232653,0.22,a,9.6,1.08,0.14,0.4,3.11,0.09,100.0,,102095,105,85,2,0,131,6,190.8,1.81,0,0,52,0.0,0.13,105,100.0,0.0,154
54,Morgan Rogers,55,MID,Aston Villa,0,0,71,4.75,39,3,,69,5,78952,0,1.38,11,2002-07-26,0,2025-02-22T21:30:09.096177Z,33,23,2337,28,0,Rogers,43,4287777,0,1,18,False,,5,True,0.6,3.2,241.0,525.3,54,0,367,2024-02-01,0,7,23,155.9,531.0,36,111,-1,8799,35.96,4.0,1.39,5,0,8,,-5,3.2,p244850,0.31,a,20.5,1.08,0.19,18.8,8.20,0.18,100.0,,5489138,32,27,5,0,114,3,502.0,3.45,0,0,113,0.0,0.13,23,100.0,0.0,40
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0,49,0.00,527,0,Permanent transfer to Celtic,583,0,0,0,0.0,0,,0,2024-07-18T09:43:21.242291Z,583,28,0,0,0,Sinisalo,49,84,0,0,784,False,,81,False,0.0,0.0,,0.0,587,0,0,,0,0,62,0.0,0.0,0,447,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p248164,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,44,62,0,0,652,0,0.0,0.00,0,0,0,0.0,0.0,62,0.0,0.0,565
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0,197,0.00,552,0,Loaned to  Bristol Rovers,604,0,11,0,0.0,0,,0,2024-08-16T11:50:34.812830Z,604,203,0,0,0,Sousa,171,18984,0,0,554,False,,192,False,0.0,0.0,,0.0,609,0,0,,0,0,215,0.0,0.0,0,472,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p514315,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,214,213,0,0,680,0,0.0,0.00,0,0,0,0.0,0.0,215,0.0,0.0,588
57,Youri Tielemans,55,MID,Aston Villa,0,0,67,2.61,119,0,,27,4,2890,0,1.34,9,1997-05-07,1,,25,79,2491,29,0,Tielemans,35,302301,0,0,185,False,1.0,61,True,0.7,3.8,21.0,813.9,150,0,540,2023-06-14,0,2,6,166.4,220.0,40,95,0,595,37.08,2.9,1.45,0,0,4,,0,3.8,p166989,0.27,a,15.5,1.05,0.14,1.3,7.71,0.09,,2.0,328536,5,64,4,0,108,3,629.6,5.10,0,0,85,0.0,0.18,18,,0.0,5
58,Ollie Watkins,89,FWD,Aston Villa,0,0,3,13.61,5,5,,30,6,45905,0,1.35,24,1995-12-30,0,2025-02-01T22:30:07.812499Z,15,3,2052,25,0,Watkins,2,5780668,0,0,17,False,,4,True,0.7,6.2,241.0,288.6,11,0,497,2020-09-09,0,13,5,184.6,958.0,35,18,0,32788,30.79,5.1,1.54,-1,0,0,,1,6.2,p178301,0.67,a,16.5,1.1,0.31,19.6,15.17,0.6,100.0,1.0,4334937,8,5,7,0,9,9,616.0,1.56,0,0,147,0.0,0.07,4,100.0,0.0,105
167,Axel Disasi,42,DEF,Aston Villa,0,0,151,0.36,297,0,,298,0,1105,0,1.77,0,1998-03-11,0,2025-02-15T16:00:09.052094Z,325,93,723,8,0,Disasi,59,100454,0,0,272,False,,101,True,0.4,1.6,73.0,64.2,130,0,120,2025-02-03,0,1,109,26.9,50.0,10,216,0,653,14.24,3.0,1.24,-3,0,2,,3,1.6,p220362,0.08,a,7.1,1.0,0.37,0.5,0.72,0.04,100.0,,100433,86,37,3,0,612,6,154.0,0.36,0,0,30,0.0,0.04,106,100.0,0.0,300
233,Amadou Onana,48,MID,Aston Villa,0,0,206,1.85,145,0,Unknown - 75% chance of playing,234,0,664,0,1.48,5,2001-08-16,0,2025-02-14T15:00:07.725990Z,226,92,1078,14,0,Onana,288,1476411,0,0,133,False,,46,True,0.0,0.0,21.0,107.2,217,0,199,2024-07-22,0,2,104,51.8,180.0,21,700,0,19,17.71,2.4,1.75,-2,0,4,,2,0.0,p449871,0.17,d,8.5,1.17,0.17,2.2,2.10,0.15,75.0,,1441994,153,88,2,0,319,0,229.2,0.25,0,0,41,0.0,0.02,115,75.0,0.0,245
385,Marcus Rashford,67,MID,Aston Villa,0,0,18,1.89,101,1,,176,4,34568,0,1.5,8,1997-10-31,0,2025-01-03T19:30:09.403418Z,110,65,1175,13,0,Rashford,30,1146294,0,0,71,False,,21,True,0.6,4.0,241.0,360.2,79,0,263,2025-02-02,0,4,72,93.0,254.0,14,83,0,7085,19.62,3.7,1.07,-3,0,2,2.0,3,4.0,p176297,0.38,a,11.0,1.0,0.38,5.3,5.01,0.14,100.0,3.0,1232012,62,37,5,0,37,1,314.2,3.12,0,0,74,0.0,0.24,68,100.0,0.0,79
598,Lamare Bogarde,40,DEF,Aston Villa,0,0,198,0.04,384,0,,377,0,396,0,1.77,0,2004-01-05,0,,393,131,473,5,0,Bogarde,117,53244,0,0,331,False,,121,True,0.1,0.4,152.0,33.3,515,0,22,2021-01-07,0,0,132,13.3,15.0,11,355,0,90,9.28,0.8,2.09,0,0,2,,0,0.4,p515597,0.03,a,1.5,0.95,0.0,0.3,0.17,0.01,,,62769,121,176,0,0,681,0,84.8,0.13,0,0,6,0.0,0.02,131,,0.0,360
640,Sil Swinkels,40,DEF,Aston Villa,0,0,196,0.00,551,0,Loaned to Bristol Rovers,603,0,27,0,0.0,0,,0,2025-02-04T10:52:01.247463Z,603,202,0,0,0,Swinkels,170,7893,0,0,522,False,,179,False,0.0,0.0,152.0,0.0,608,0,0,2021-01-07,0,0,214,0.0,0.0,0,471,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p514287,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,8500,213,212,0,0,679,0,0.0,0.00,0,0,0,0.0,0.0,214,0.0,0.0,587
641,Oliwier Zych,40,GKP,Aston Villa,0,0,59,0.00,553,0,,605,0,232,0,0.0,0,2004-06-28,0,,605,38,0,0,0,Zych,59,49121,0,0,266,False,,40,True,0.0,0.0,172.0,0.0,610,0,0,2021-01-07,0,0,70,0.0,0.0,0,473,0,31,0.00,0.0,0.0,0,0,0,,0,0.0,p516159,0.0,a,0.0,0.0,0.0,0.5,0.00,0.0,,,83316,54,70,0,0,682,0,0.0,0.00,0,0,0,0.0,0.0,70,,0.0,589
656,Kadan Young,44,MID,Aston Villa,0,0,325,0.00,635,0,Loaned to Royal Antwerp,660,0,394,0,0.0,0,2006-01-19,0,2025-02-28T11:05:51.443216Z,660,248,0,0,0,Young,200,48418,0,0,372,False,,119,False,0.0,0.0,241.0,0.0,664,0,0,2022-12-10,0,0,256,0.0,0.0,0,575,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p537403,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,59513,256,257,0,0,544,0,0.0,0.00,0,0,0,0.0,0.0,255,0.0,0.0,654
679,Ben Broggio,45,MID,Aston Villa,0,0,297,0.00,719,0,,736,0,11,0,0.0,0,2007-01-29,0,,736,304,0,0,0,Broggio,264,1413,0,0,714,False,,297,True,0.0,0.0,241.0,0.0,738,0,0,2024-09-23,0,0,309,0.0,0.0,0,664,0,24,0.00,0.0,0.0,0,0,0,,0,0.0,p577731,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1969,309,310,0,0,470,0,0.0,0.00,0,0,0,0.0,0.0,308,,0.0,732
710,Jamaldeen Jimoh,45,MID,Aston Villa,0,0,294,0.00,713,0,,730,0,9,0,0.0,0,2006-10-02,0,,730,301,0,0,0,Jimoh,261,240,0,0,755,False,,318,True,0.0,0.0,241.0,0.0,732,0,0,2024-09-23,0,0,306,0.0,0.0,0,658,0,10,0.00,0.0,0.0,0,0,0,,0,0.0,p559962,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,433,306,307,0,0,463,0,0.0,0.00,0,0,0,0.0,0.0,305,,0.0,725
725,Donyell Malen,54,MID,Aston Villa,0,0,79,0.55,263,0,,445,0,582,0,0.96,0,1999-01-19,0,,398,147,168,1,0,Malen,134,18776,0,1,480,False,,171,True,0.2,1.0,152.0,16.2,419,0,21,2025-01-14,0,0,206,11.7,77.0,3,274,-1,107,1.79,1.2,1.61,-1,0,0,,1,1.0,p204646,0.31,a,1.3,0.54,0.0,0.1,0.59,0.29,,,27504,220,204,0,0,129,1,24.2,0.04,0,0,7,0.0,0.02,191,,0.0,415
731,Andrés García,45,DEF,Aston Villa,0,0,79,0.04,414,0,,433,0,365,0,2.03,0,2003-02-07,0,,422,149,266,4,0,A. Garcia,77,5395,0,0,514,False,,176,True,0.2,1.0,200.0,50.4,411,0,17,2025-01-21,0,0,156,8.8,7.0,5,263,0,93,5.99,1.2,1.69,0,0,0,,0,1.0,p606798,0.14,a,1.3,1.35,0.0,0.1,0.43,0.01,,,11746,100,136,0,0,482,0,31.2,0.39,0,0,6,0.0,0.13,145,,0.0,324
737,Unai Emery,8,MNG,Aston Villa,1,8,11,0.00,469,0,,534,0,823,0,0.0,0,1971-11-03,0,,534,6,0,0,0,Emery,7,194982,0,0,397,False,,12,True,8.0,6.4,200.0,0.0,541,0,0,2022-11-01,3,0,6,0.0,0.0,0,13,0,258,0.00,0.0,0.0,0,2,0,,0,6.4,man37569,0.0,a,45.0,0.0,0.0,2.8,0.00,0.0,,,238642,6,6,0,0,779,9,0.0,0.00,1,2,36,0.0,0.0,6,,0.0,512
762,Marco Asensio,61,MID,Aston Villa,0,0,44,1.43,249,1,,376,0,21150,0,2.51,3,1996-01-21,0,,343,141,205,2,0,M.Asensio,36,68411,0,0,131,False,,45,True,0.6,3.8,200.0,57.9,19,0,62,2025-02-03,0,2,175,22.9,85.0,5,96,0,7331,5.72,4.8,2.2,1,0,0,,-1,3.8,p174292,0.7,a,3.1,0.88,0.0,2.2,1.58,0.63,,,320945,184,12,0,0,70,0,85.6,0.15,0,0,19,0.0,0.07,174,,0.0,312
59,Max Aarons,43,DEF,Bournemouth,0,0,130,0.00,608,0,Season-long loan to Valencia,476,0,68,0,0.3,0,,0,2025-01-17T08:27:29.985824Z,498,239,84,1,0,Aarons,223,28326,0,0,447,False,,155,False,0.0,0.0,241.0,3.2,166,0,31,2023-08-10,0,0,173,1.7,0.0,0,540,0,0,0.28,2.7,0.0,-2,0,0,,2,0.0,p232980,0.01,u,1.9,1.07,1.07,0.1,0.01,0.0,0.0,,12506,165,47,1,0,583,0,13.2,0.01,0,0,8,0.0,0.01,173,0.0,0.0,461
60,Tyler Adams,49,MID,Bournemouth,0,0,164,0.83,299,0,,186,3,136,0,1.51,1,1999-02-14,0,2024-12-30T23:30:08.175231Z,247,164,1161,12,0,Adams,96,8930,0,0,497,False,,180,True,0.4,1.8,229.0,140.9,252,0,200,2023-08-20,0,0,79,47.9,49.0,19,206,0,58,19.44,2.2,1.47,-1,0,4,,1,2.3,p200785,0.08,a,8.0,0.93,0.23,0.1,1.15,0.06,100.0,,15031,134,106,3,0,257,2,287.8,0.32,0,0,39,0.0,0.02,123,100.0,2.3,208
61,Jaidon Anthony,45,MID,Bournemouth,0,0,245,0.00,661,0,Season long loan to Burnley,681,0,20,0,0.0,0,,0,2024-08-30T09:46:29.420148Z,681,261,0,0,0,Anthony,217,46247,0,0,475,False,,168,False,0.0,0.0,,0.0,685,0,0,,0,0,267,0.0,0.0,0,603,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p444180,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,8381,267,268,0,0,395,0,0.0,0.00,0,0,0,0.0,0.0,266,0.0,0.0,677
62,David Brooks,49,MID,Bournemouth,0,0,155,1.71,124,0,,300,1,51,0,1.7,2,1997-07-08,0,2024-08-12T14:30:04.440536Z,215,82,711,8,0,Brooks,108,6616,0,0,584,False,,225,True,0.3,1.5,244.0,192.7,284,0,163,2018-07-01,0,2,135,55.2,215.0,9,227,0,30,13.43,2.0,1.14,-1,0,3,,1,2.0,p111317,0.4,a,8.6,1.01,0.25,0.0,3.16,0.22,100.0,,8407,113,123,2,0,246,1,151.4,1.45,0,0,42,0.0,0.18,109,100.0,2.0,168
63,Ryan Christie,49,MID,Bournemouth,0,0,157,2.00,91,1,,75,3,453,0,1.3,5,1995-02-22,0,2025-02-26T00:00:07.685954Z,54,59,1991,25,0,Christie,21,50646,0,0,365,False,4.0,116,True,0.9,4.2,243.0,522.1,173,0,407,2021-08-31,0,2,26,130.0,282.0,26,64,0,262,28.80,2.7,1.18,-1,0,9,,1,3.5,p158499,0.21,a,14.9,1.13,0.36,0.2,4.64,0.09,100.0,,46778,35,71,8,0,250,2,493.0,2.64,0,0,73,0.0,0.12,36,75.0,4.7,43
64,Lewis Cook,50,MID,Bournemouth,0,0,126,0.62,244,0,,79,3,101,0,1.4,2,1997-02-03,0,2024-11-30T22:00:07.304760Z,72,137,2301,25,0,Cook,99,55488,0,0,409,False,1.0,136,True,0.4,1.8,241.0,594.4,223,0,404,2016-07-08,0,1,27,116.9,87.0,32,209,0,137,35.92,2.4,1.25,0,0,6,2.0,0,2.3,p155408,0.14,a,13.2,0.98,0.16,0.2,3.61,0.02,100.0,,57300,20,94,4,0,202,2,487.6,2.99,0,0,66,0.0,0.12,48,100.0,2.3,26
65,Enes Ünal,54,FWD,Bournemouth,0,0,35,2.73,128,0,Knee injury - Unknown return date,349,1,75,0,1.74,4,1997-05-10,0,2025-01-09T16:30:08.243030Z,289,32,330,2,0,Enes Ünal,72,46829,0,0,513,False,,70,True,0.0,0.0,219.0,56.1,305,0,97,2024-07-01,0,2,33,35.9,207.0,3,752,0,4,6.38,1.9,0.82,-1,0,2,4.0,1,0.0,p168636,0.81,i,5.9,0.55,0.55,0.1,2.99,0.74,0.0,,46903,36,35,2,0,124,0,104.0,0.26,0,0,32,0.0,0.07,33,0.0,0.0,316
66,Romain Faivre,50,MID,Bournemouth,0,0,140,0.00,761,0,Loaned to Brest,767,0,0,0,0.0,0,,0,2024-08-20T12:15:06.505689Z,767,328,0,0,0,Faivre,307,1453,0,0,736,False,,308,False,0.0,0.0,,0.0,766,0,0,,0,0,329,0.0,0.0,0,726,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p441240,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,23,329,329,0,0,221,0,0.0,0.00,0,0,0,0.0,0.0,329,0.0,0.0,766
67,Hamed Traorè,45,MID,Bournemouth,0,0,244,0.00,659,0,Season long loan to A.J.Auxerre,679,0,8,0,0.0,0,,0,2024-08-29T11:07:43.785266Z,679,260,0,0,0,H.Traorè,216,19273,0,0,562,False,,210,False,0.0,0.0,,0.0,683,0,0,,0,0,266,0.0,0.0,0,601,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p424044,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,3525,266,267,0,0,389,0,0.0,0.00,0,0,0,0.0,0.0,265,0.0,0.0,675
68,James Hill,39,DEF,Bournemouth,0,0,250,0.25,358,0,,375,1,512,0,1.79,0,2002-01-10,0,2025-01-15T01:00:08.846282Z,391,119,409,6,0,Hill,83,89384,0,0,255,False,,95,True,0.2,0.8,241.0,26.1,275,0,50,2022-01-05,0,0,131,13.7,24.0,8,283,0,555,8.13,2.0,1.76,-1,0,0,,1,1.3,p463981,0.1,a,4.1,1.32,0.22,0.6,0.44,0.06,100.0,,106378,132,88,1,0,753,1,86.0,0.20,0,0,16,0.0,0.04,130,100.0,1.3,385
69,Daniel Jebbison,45,FWD,Bournemouth,0,0,70,0.21,325,0,,464,0,1435,0,2.84,0,2003-07-11,0,2024-08-31T06:32:40.630710Z,418,43,56,0,0,Jebbison,30,534522,0,0,197,False,,32,True,0.1,0.5,39.0,37.0,508,0,22,2024-07-10,0,0,43,9.1,36.0,1,334,0,868,1.77,0.9,1.61,0,0,1,,0,1.0,p523700,0.53,a,1.6,0.0,0.0,1.1,0.33,0.34,100.0,,457362,40,56,0,0,439,0,17.8,0.12,0,0,7,0.0,0.19,42,100.0,1.0,347
70,Milos Kerkez,51,DEF,Bournemouth,0,0,22,0.48,151,2,,55,5,4431,0,1.39,8,2003-11-07,0,2024-11-21T08:30:08.632085Z,76,23,2447,28,0,Kerkez,40,592451,0,0,23,False,,9,True,0.5,2.8,98.0,425.3,83,0,398,2023-07-20,0,2,20,113.9,173.0,34,133,0,68638,37.85,3.6,1.25,6,0,4,,-6,3.3,p544877,0.09,a,19.8,1.03,0.22,16.1,2.43,0.02,100.0,,2259650,11,15,6,0,191,4,541.4,1.95,0,0,101,0.0,0.07,9,100.0,3.3,61
71,Justin Kluivert,61,MID,Bournemouth,0,0,47,9.66,20,4,,21,6,5202,0,1.33,14,1999-05-05,0,2024-12-27T00:30:09.136640Z,11,11,1856,23,0,Kluivert,7,1018130,0,0,7,True,,4,True,0.9,5.5,152.0,545.1,9,0,480,2023-07-01,0,12,5,189.4,680.0,24,27,0,93565,27.44,5.4,1.16,6,0,6,,-6,6.0,p222683,0.6,a,23.8,1.12,0.48,32.3,12.36,0.47,100.0,1.0,4542186,31,5,10,0,74,5,666.6,2.70,0,0,145,0.0,0.13,8,100.0,6.0,38
72,Chris Mepham,44,DEF,Bournemouth,0,0,99,0.00,620,0,On loan to Sunderland for the season,651,0,2,0,0.0,0,,0,2024-09-01T09:10:00.945219Z,651,245,0,0,0,Mepham,235,6280,0,0,625,False,,214,False,0.0,0.0,,0.0,656,0,0,,0,0,249,0.0,0.0,0,558,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p223911,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,287,249,247,0,0,512,0,0.0,0.00,0,0,0,0.0,0.0,249,0.0,0.0,643
74,Dango Ouattara,52,MID,Bournemouth,0,0,106,7.22,27,2,,53,4,14122,0,1.5,7,2002-02-11,0,2024-11-01T16:30:07.369192Z,37,15,1505,15,0,O.Dango,46,201144,0,0,76,False,,23,True,0.6,3.0,35.0,364.8,59,0,364,2023-01-19,0,7,15,153.3,627.0,17,119,0,4307,25.13,3.9,1.02,2,0,1,,-2,3.5,p533463,0.59,a,18.8,0.9,0.3,4.9,9.85,0.43,100.0,,755972,57,31,5,0,173,1,543.4,2.63,0,0,98,0.0,0.16,26,100.0,3.5,74
